Event Name,Event_url,Venue Address,Venue City,Venue State,Venue Country,Latitude,Longitude,Time Zone,Date,Time
Milwaukee Bucks vs. Cleveland Cavaliers,http://www.ticketmaster.com/milwaukee-bucks-vs-cleveland-cavaliers-milwaukee-wisconsin-12-19-2017/event/0700532DB69029A9,1001 North 4th Street,Milwaukee,Wisconsin,United States Of America,43.043728,-87.917166,America/Chicago,2017-12-19,19:00:00
Brooklyn Nets v. New York Knicks,http://www.ticketmaster.com/brooklyn-nets-v-new-york-knicks-brooklyn-new-york-12-14-2017/event/0000530AC7316F11,620 Atlantic Ave,Brooklyn,New York,United States Of America,40.68350417,-73.97661659,America/New_York,2017-12-14,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-11-22-2017/event/0300525BEDDD8AA2,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-11-22,20:00:00
Washington Capitals vs. Boston Bruins,http://www.ticketmaster.com/washington-capitals-vs-boston-bruins-washington-district-of-columbia-12-28-2017/event/150052D69C3D2578,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-28,19:30:00
Los Angeles Lakers vs. Golden State Warriors,http://www.ticketmaster.com/los-angeles-lakers-vs-golden-state-los-angeles-california-12-18-2017/event/2C00530CF86E0D90,1111 S. Figueroa St,Los Angeles,California,United States Of America,34.043003,-118.267253,America/Los_Angeles,2017-12-18,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-11-24-2017/event/0300525BF23A93DB,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-11-24,20:00:00
St. Louis Blues vs. Minnesota Wild,http://www.ticketmaster.com/st-louis-blues-vs-minnesota-wild-st-louis-missouri-11-25-2017/event/06005304B6226100,1401 Clark Ave,St Louis,Missouri,United States Of America,38.626432,-90.202617,America/Chicago,2017-11-25,19:00:00
"OZUNA ""ODISEA SOCIETY TOUR""",http://www.ticketmaster.com/ozuna-odisea-society-tour-newark-new-jersey-12-16-2017/event/0200533CB5274D1A,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2017-12-16,20:00:00
Charlotte Hornets vs. San Antonio Spurs,http://www.ticketmaster.com/charlotte-hornets-vs-san-antonio-spurs-charlotte-north-carolina-11-25-2017/event/0E0053189F0C4F92,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2017-11-25,19:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-santa-clara-california-04-28-2018/event/1C00531C2D82BA1F,4900 Marie P. DeBartolo Way,Santa Clara,California,United States Of America,37.40367671,-121.97034311,America/Los_Angeles,2018-04-28,19:00:00
University of Florida Gators Football vs. Florida State Seminoles Football,http://www.ticketmaster.com/university-of-florida-gators-football-vs-gainesville-florida-11-25-2017/event/22005238B61484B6,157 Gale Lemerand Dr,Gainesville,Florida,United States Of America,29.6521198,-82.349749,America/New_York,2017-11-25,12:00:00
The Great Xscape Tour,http://www.ticketmaster.com/the-great-xscape-tour-nashville-tennessee-12-01-2017/event/1B005330028A6BA1,501 Broadway,Nashville,Tennessee,United States Of America,36.159949,-86.77857,America/Chicago,2017-12-01,19:30:00
Los Angeles Lakers vs. Houston Rockets,http://www.ticketmaster.com/los-angeles-lakers-vs-houston-rockets-los-angeles-california-12-03-2017/event/2C00530CF8680D8E,1111 S. Figueroa St,Los Angeles,California,United States Of America,34.043003,-118.267253,America/Los_Angeles,2017-12-03,18:30:00
NGHTMRE,http://www.ticketmaster.com/nghtmre-san-francisco-california-12-16-2017/event/1C00531DAFF86023,99 Grove Street,San Francisco,California,United States Of America,37.778479,-122.417473,America/Los_Angeles,2017-12-16,20:00:00
New York Rangers vs. Florida Panthers,http://www.ticketmaster.com/new-york-rangers-vs-florida-panthers-new-york-new-york-11-28-2017/event/3B0052D8126C14DD,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2017-11-28,19:00:00
Chicago Bulls V. Milwaukee Bucks,http://www.ticketmaster.com/chicago-bulls-v-milwaukee-bucks-chicago-illinois-01-28-2018/event/0400530FDA1B460F,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2018-01-28,14:30:00
Pittsburgh Penguins vs. Philadelphia Flyers,http://www.ticketmaster.com/pittsburgh-penguins-vs-philadelphia-flyers-pittsburgh-pennsylvania-11-27-2017/event/160052D68AEE12E4,1001 Fifth Avenue,Pittsburgh,Pennsylvania,United States Of America,40.4388401,-79.9908551,America/New_York,2017-11-27,19:00:00
Charlotte Hornets vs. Golden State Warriors,http://www.ticketmaster.com/charlotte-hornets-vs-golden-state-warriors-charlotte-north-carolina-12-06-2017/event/0E0053189F144F98,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2017-12-06,20:00:00
Golden State Warriors vs. Denver Nuggets,http://www.ticketmaster.com/golden-state-warriors-vs-denver-nuggets-oakland-california-01-08-2018/event/1C005309C0FE8830,7000 Coliseum Way,Oakland,California,United States Of America,37.74691455,-122.2008533,America/Los_Angeles,2018-01-08,19:30:00
Boston Bruins vs. Ottawa Senators,http://www.ticketmaster.com/boston-bruins-vs-ottawa-senators-boston-massachusetts-12-27-2017/event/010052D6D7B3657A,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2017-12-27,19:00:00
Utah Jazz vs. Cleveland Cavaliers,http://www.ticketmaster.com/utah-jazz-vs-cleveland-cavaliers-salt-lake-city-utah-12-30-2017/event/1E005304884F1B53,301 West South Temple,Salt Lake City,Utah,United States Of America,40.767798,-111.901096,America/Denver,2017-12-30,18:00:00
Z100's Jingle Ball Presented by Capital One,http://www.ticketmaster.com/z100s-jingle-ball-presented-by-capital-new-york-new-york-12-08-2017/event/3B005346BDDD2AC1,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2017-12-08,19:00:00
Illenium,http://www.ticketmaster.com/illenium-san-francisco-california-11-22-2017/event/1C0052ED06669787,99 Grove Street,San Francisco,California,United States Of America,37.778479,-122.417473,America/Los_Angeles,2017-11-22,19:30:00
San Antonio Spurs vs. Boston Celtics,http://www.ticketmaster.com/san-antonio-spurs-vs-boston-celtics-san-antonio-texas-12-08-2017/event/3A00531DA22B3508,1 AT&T Center,San Antonio,Texas,United States Of America,29.4330386,-98.4337987,America/Chicago,2017-12-08,20:30:00
Sacramento Kings vs. LA Clippers,http://www.ticketmaster.com/sacramento-kings-vs-la-clippers-sacramento-california-11-25-2017/event/1C00530B809B4767,500 David J Stern Walk,Sacramento,California,United States Of America,38.580372,-121.500231,America/Los_Angeles,2017-11-25,19:00:00
New York Rangers vs. New Jersey Devils,http://www.ticketmaster.com/new-york-rangers-vs-new-jersey-new-york-new-york-12-09-2017/event/3B0052D8126D14E4,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2017-12-09,19:00:00
Charlotte Hornets vs. Cleveland Cavaliers,http://www.ticketmaster.com/charlotte-hornets-vs-cleveland-cavaliers-charlotte-north-carolina-03-28-2018/event/0E0053189F835050,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2018-03-28,19:00:00
Boston Celtics vs. Cleveland Cavaliers,http://www.ticketmaster.com/boston-celtics-vs-cleveland-cavaliers-boston-massachusetts-02-11-2018/event/0100530EE7165F3B,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-02-11,15:30:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-02-06-2018/event/0F00535AEA1E42BF,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-02-06,19:30:00
Chicago Bulls V. Minnesota Timberwolves,http://www.ticketmaster.com/chicago-bulls-v-minnesota-timberwolves-chicago-illinois-02-09-2018/event/0400530FD9D045A9,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2018-02-09,19:00:00
Washington Capitals vs. New Jersey Devils,http://www.ticketmaster.com/washington-capitals-vs-new-jersey-devils-washington-district-of-columbia-12-30-2017/event/150052D69C41257A,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-30,19:00:00
Washington Wizards vs. Detroit Pistons,http://www.ticketmaster.com/washington-wizards-vs-detroit-pistons-washington-district-of-columbia-12-01-2017/event/1500530EF9933A65,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-01,19:00:00
106.1 KISS FM's Jingle Ball Presented by Capital One,http://www.ticketmaster.com/1061-kiss-fms-jingle-ball-presented-dallas-texas-11-28-2017/event/0C005342E6344F90,2500 Victory Avenue,Dallas,Texas,United States Of America,32.79067196,-96.81081803,America/Chicago,2017-11-28,19:30:00
The Great Xscape Tour,http://www.ticketmaster.com/the-great-xscape-tour-washington-district-of-columbia-11-26-2017/event/15005326F7C44F02,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-11-26,19:00:00
Ian Anderson Presents: Jethro Tull 50th Anniversary Tour,http://www.ticketmaster.com/ian-anderson-presents-jethro-tull-50th-berkeley-california-06-02-2018/event/1C00536401BD9215,2001 Gayley Road,Berkeley,California,United States Of America,37.8740742,-122.2555418,America/Los_Angeles,2018-06-02,20:00:00
New York Rangers vs. Carolina Hurricanes,http://www.ticketmaster.com/new-york-rangers-vs-carolina-hurricanes-new-york-new-york-12-01-2017/event/3B0052D8126D14DF,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2017-12-01,19:00:00
Arizona Coyotes vs. Toronto Maple Leafs,http://www.ticketmaster.com/arizona-coyotes-vs-toronto-maple-leafs-glendale-arizona-12-28-2017/event/190052EBDEEA2407,9400 West Maryland,Glendale,Arizona,United States Of America,33.531484,-112.26167,America/Phoenix,2017-12-28,19:00:00
New York Knicks vs. Chicago Bulls,http://www.ticketmaster.com/new-york-knicks-vs-chicago-bulls-new-york-new-york-01-10-2018/event/3B00530FF35B2180,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-01-10,19:30:00
2017 Bayou Classic: Grambling Univ. v Southern Univ. Football,http://www.ticketmaster.com/2017-bayou-classic-grambling-univ-v-new-orleans-louisiana-11-25-2017/event/1B005292ADCAC53C,1500 Poydras St,New Orleans,Louisiana,United States Of America,29.9516662,-90.0784059,America/Chicago,2017-11-25,16:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-11-26-2017/event/0300525BEFEC8E36,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-11-26,15:00:00
Chicago Bulls V. Philadelphia 76ers,http://www.ticketmaster.com/chicago-bulls-v-philadelphia-76ers-chicago-illinois-12-18-2017/event/0400530FDA124603,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2017-12-18,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-11-25-2017/event/0300525BF23B93DF,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-11-25,20:00:00
Detroit Red Wings vs. St. Louis Blues,http://www.ticketmaster.com/detroit-red-wings-vs-st-louis-detroit-michigan-12-09-2017/event/08005310FCFE4E41,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-09,13:00:00
Boston Celtics vs. Dallas Mavericks,http://www.ticketmaster.com/boston-celtics-vs-dallas-mavericks-boston-massachusetts-12-06-2017/event/0100530EE6DB5EBC,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2017-12-06,19:30:00
The Garth Brooks World Tour Sponsored by Amazon Music Unlimited,http://www.ticketmaster.com/the-garth-brooks-world-tour-sponsored-newark-new-jersey-12-01-2017/event/0200534EEAEB5F60,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2017-12-01,19:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-macon-georgia-12-02-2017/event/0E005301D412AA66,200 Coliseum Drive,Macon,Georgia,United States Of America,32.844512,-83.617437,America/New_York,2017-12-02,13:00:00
Ed Sheeran: 2018 North American Stadium Tour,http://www.ticketmaster.com/ed-sheeran-2018-north-american-stadium-east-rutherford-new-jersey-09-22-2018/event/00005334B7D980E2,One MetLife Stadium Drive,East Rutherford,New Jersey,United States Of America,40.81393312,-74.07444122,America/New_York,2018-09-22,19:00:00
Boston Celtics vs. Denver Nuggets,http://www.ticketmaster.com/boston-celtics-vs-denver-nuggets-boston-massachusetts-12-13-2017/event/0100530EE6E55EC5,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2017-12-13,19:30:00
Washington Wizards vs. Houston Rockets,http://www.ticketmaster.com/washington-wizards-vs-houston-rockets-washington-district-of-columbia-12-29-2017/event/1500530EF9AD3A7B,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-29,19:00:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-rochester-new-york-11-22-2017/event/000052EA79860FA7,One War Memorial Square,Rochester,New York,United States Of America,43.1539,-77.6108,America/New_York,2017-11-22,19:30:00
Pittsburgh Penguins vs. Buffalo Sabres,http://www.ticketmaster.com/pittsburgh-penguins-vs-buffalo-sabres-pittsburgh-pennsylvania-12-02-2017/event/160052D68AF112E6,1001 Fifth Avenue,Pittsburgh,Pennsylvania,United States Of America,40.4388401,-79.9908551,America/New_York,2017-12-02,19:00:00
Orlando Magic vs. Detroit Pistons,http://www.ticketmaster.com/orlando-magic-vs-detroit-pistons-orlando-florida-12-28-2017/event/220052FF883E7A5E,400 W Church St.,Orlando,Florida,United States Of America,28.539293,-81.383957,America/New_York,2017-12-28,19:00:00
Chicago Blackhawks v. Vegas Golden Knights,http://www.ticketmaster.com/chicago-blackhawks-v-vegas-golden-knights-chicago-illinois-01-05-2018/event/0400530A8AF11E7A,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2018-01-05,19:30:00
Monster Jam,http://www.ticketmaster.com/monster-jam-jacksonville-florida-02-24-2018/event/22005307C5838CCA,One EverBank Field Drive,Jacksonville,Florida,United States Of America,30.3280429,-81.6417541,America/New_York,2018-02-24,19:00:00
San Antonio Spurs vs. Atlanta Hawks,http://www.ticketmaster.com/san-antonio-spurs-vs-atlanta-hawks-san-antonio-texas-11-20-2017/event/3A00531DA21034EB,1 AT&T Center,San Antonio,Texas,United States Of America,29.4330386,-98.4337987,America/Chicago,2017-11-20,19:30:00
Charlotte Hornets vs. New York Knicks,http://www.ticketmaster.com/charlotte-hornets-vs-new-york-knicks-charlotte-north-carolina-12-18-2017/event/0E0053189F2A4FB0,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2017-12-18,19:00:00
Atlanta Hawks vs. Cleveland Cavaliers,http://www.ticketmaster.com/atlanta-hawks-vs-cleveland-cavaliers-atlanta-georgia-11-30-2017/event/0E00530FB4808561,One Philips Drive,Atlanta,Georgia,United States Of America,33.757796,-84.394569,America/New_York,2017-11-30,19:30:00
Ed Sheeran: 2018 North American Stadium Tour,http://www.ticketmaster.com/ed-sheeran-2018-north-american-stadium-philadelphia-pennsylvania-09-27-2018/event/02005333A32032A1,One Lincoln Financial Way,Philadelphia,Pennsylvania,United States Of America,39.969743,-75.164767,America/New_York,2018-09-27,19:00:00
New Orleans Pelicans vs. Oklahoma City Thunder,http://www.ticketmaster.com/new-orleans-pelicans-vs-oklahoma-city-new-orleans-louisiana-11-20-2017/event/1B00531F1A0EAE46,1501 Dave Dixon Drive,New Orleans,Louisiana,United States Of America,29.9489653,-90.079688,America/Chicago,2017-11-20,19:00:00
Tyler The Creator,http://www.ticketmaster.com/tyler-the-creator-miami-florida-02-12-2018/event/0D005369DBA3D093,400 SE 2nd Ave,Miami,Florida,United States Of America,25.7707756,-80.1901174,America/New_York,2018-02-12,19:30:00
Boston Celtics vs. New Orleans Pelicans,http://www.ticketmaster.com/boston-celtics-vs-new-orleans-pelicans-boston-massachusetts-01-16-2018/event/0100530EE6C35EA2,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-01-16,19:30:00
Detroit Pistons vs. San Antonio Spurs,http://www.ticketmaster.com/detroit-pistons-vs-san-antonio-spurs-detroit-michigan-12-30-2017/event/0800530F7DE71CCF,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-30,19:00:00
Sacramento Kings vs. Cleveland Cavaliers,http://www.ticketmaster.com/sacramento-kings-vs-cleveland-cavaliers-sacramento-california-12-27-2017/event/1C00530B8A8E5577,500 David J Stern Walk,Sacramento,California,United States Of America,38.580372,-121.500231,America/Los_Angeles,2017-12-27,19:00:00
Pittsburgh Penguins vs. Detroit Red Wings,http://www.ticketmaster.com/pittsburgh-penguins-vs-detroit-red-wings-pittsburgh-pennsylvania-01-13-2018/event/160052D68B151314,1001 Fifth Avenue,Pittsburgh,Pennsylvania,United States Of America,40.4388401,-79.9908551,America/New_York,2018-01-13,13:00:00
Hot 99.5's Jingle Ball Presented By Capital One,http://www.ticketmaster.com/hot-995s-jingle-ball-presented-by-washington-district-of-columbia-12-11-2017/event/1500533A00235367,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-11,19:30:00
The Garth Brooks World Tour Sponsored by Amazon Music Unlimited,http://www.ticketmaster.com/the-garth-brooks-world-tour-sponsored-nashville-tennessee-12-16-2017/event/1B005353B71B6559,501 Broadway,Nashville,Tennessee,United States Of America,36.159949,-86.77857,America/Chicago,2017-12-16,19:30:00
Hot 99.5's Jingle Ball Presented By Capital One,http://www.ticketmaster.com/hot-995s-jingle-ball-presented-by-washington-district-of-columbia-12-11-2017/event/1500533A00235367,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-11,19:30:00
The Garth Brooks World Tour Sponsored by Amazon Music Unlimited,http://www.ticketmaster.com/the-garth-brooks-world-tour-sponsored-nashville-tennessee-12-16-2017/event/1B005353B71B6559,501 Broadway,Nashville,Tennessee,United States Of America,36.159949,-86.77857,America/Chicago,2017-12-16,19:30:00
Monster Jam,http://www.ticketmaster.com/monster-jam-tampa-florida-02-03-2018/event/0D0053099C1AA1E6,4201 North Dale Mabry Highway,Tampa,Florida,United States Of America,27.977781,-82.505367,America/New_York,2018-02-03,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-27-2017/event/0700524EFD7A7827,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-27,13:30:00
New Jersey Devils vs. Vancouver Canucks,http://www.ticketmaster.com/new-jersey-devils-vs-vancouver-canucks-newark-new-jersey-11-24-2017/event/020052DAA4722DBC,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2017-11-24,19:00:00
2017 Miss Universe Final,http://www.ticketmaster.com/2017-miss-universe-final-las-vegas-nevada-11-26-2017/event/390053471FED6780,3667 S Las Vegas Blvd,Las Vegas,Nevada,United States Of America,36.10961689,-115.17247058,America/Los_Angeles,2017-11-26,16:00:00
Bayou Country Superfest 2018 featuring George Strait,http://www.ticketmaster.com/bayou-country-superfest-2018-featuring-george-new-orleans-louisiana-05-27-2018/event/1B0053537A1A1D85,1500 Poydras St,New Orleans,Louisiana,United States Of America,29.9516662,-90.0784059,America/Chicago,2018-05-27,16:00:00
New York Rangers vs. New York Islanders,http://www.ticketmaster.com/new-york-rangers-vs-new-york-new-york-new-york-01-13-2018/event/3B0052D8127214F4,7th Ave & 32nd Street,New York,New York,United States Of America,40.7497062,-73.9916006,America/New_York,2018-01-13,13:00:00
Washington Capitals vs. New York Rangers,http://www.ticketmaster.com/washington-capitals-vs-new-york-rangers-washington-district-of-columbia-12-08-2017/event/150052D69C31255A,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-08,19:00:00
Orlando Magic vs. Indiana Pacers,http://www.ticketmaster.com/orlando-magic-vs-indiana-pacers-orlando-florida-11-20-2017/event/220052FF88497A64,400 W Church St.,Orlando,Florida,United States Of America,28.539293,-81.383957,America/New_York,2017-11-20,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-02-2017/event/0300525BEFFD8E45,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-02,14:00:00
Battle of the Bands & Greek Show,http://www.ticketmaster.com/battle-of-the-bands-greek-show-new-orleans-louisiana-11-24-2017/event/1B0052A8EBF7766C,1500 Poydras St,New Orleans,Louisiana,United States Of America,29.9516662,-90.0784059,America/Chicago,2017-11-24,18:00:00
Dirty Heads,http://www.ticketmaster.com/dirty-heads-oakland-california-11-24-2017/event/1C005302E766B855,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-11-24,19:30:00
Charlotte Hornets vs. Minnesota Timberwolves,http://www.ticketmaster.com/charlotte-hornets-vs-minnesota-timberwolves-charlotte-north-carolina-11-20-2017/event/0E0053189F044F8C,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2017-11-20,19:00:00
Cincinnati Bengals vs. Chicago Bears,http://www.ticketmaster.com/cincinnati-bengals-vs-chicago-bears-cincinnati-ohio-12-10-2017/event/16005294F220EDFB,One Paul Brown Stadium,Cincinnati,Ohio,United States Of America,39.0955556,-84.5161111,America/New_York,2017-12-10,13:00:00
Orlando Magic vs. Los Angeles Lakers,http://www.ticketmaster.com/orlando-magic-vs-los-angeles-lakers-orlando-florida-01-31-2018/event/220052FF88587A70,400 W Church St.,Orlando,Florida,United States Of America,28.539293,-81.383957,America/New_York,2018-01-31,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-01-2017/event/0300525BEFEE8E3D,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-01,20:00:00
Chicago Blackhawks V. Los Angeles Kings,http://www.ticketmaster.com/chicago-blackhawks-v-los-angeles-kings-chicago-illinois-12-03-2017/event/0400530A8B3E1ED9,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2017-12-03,18:00:00
Pittsburgh Penguins vs. Toronto Maple Leafs,http://www.ticketmaster.com/pittsburgh-penguins-vs-toronto-maple-leafs-pittsburgh-pennsylvania-02-17-2018/event/160052D68B33132E,1001 Fifth Avenue,Pittsburgh,Pennsylvania,United States Of America,40.4388401,-79.9908551,America/New_York,2018-02-17,19:00:00
Oklahoma City Thunder vs. Houston Rockets,http://www.ticketmaster.com/oklahoma-city-thunder-vs-houston-rockets-oklahoma-city-oklahoma-12-25-2017/event/0C00530EE1BE3F6A,100 West Reno,Oklahoma City,Oklahoma,United States Of America,35.463391,-97.514594,America/Chicago,2017-12-25,19:00:00
Dallas Mavericks vs. Golden State Warriors,http://www.ticketmaster.com/dallas-mavericks-vs-golden-state-warriors-dallas-texas-01-03-2018/event/0C0053112226610A,2500 Victory Avenue,Dallas,Texas,United States Of America,32.79067196,-96.81081803,America/Chicago,2018-01-03,19:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-11-29-2017/event/0700524EFDC578B1,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-11-29,19:30:00
Dallas Mavericks vs. Toronto Raptors,http://www.ticketmaster.com/dallas-mavericks-vs-toronto-raptors-dallas-texas-12-26-2017/event/0C00531111515C4A,2500 Victory Avenue,Dallas,Texas,United States Of America,32.79067196,-96.81081803,America/Chicago,2017-12-26,18:00:00
Charlotte Hornets vs. Chicago Bulls,http://www.ticketmaster.com/charlotte-hornets-vs-chicago-bulls-charlotte-north-carolina-12-08-2017/event/0E0053189F184F9E,333 East Trade Street,Charlotte,North Carolina,United States Of America,35.225222,-80.839921,America/New_York,2017-12-08,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-26-2017/event/0300525BF1E990F9,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-26,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-11-30-2017/event/0700524EFCC27779,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-11-30,19:30:00
The Garth Brooks World Tour Sponsored by Amazon Music Unlimited,http://www.ticketmaster.com/the-garth-brooks-world-tour-sponsored-nashville-tennessee-12-09-2017/event/1B005353B6D664FC,501 Broadway,Nashville,Tennessee,United States Of America,36.159949,-86.77857,America/Chicago,2017-12-09,19:30:00
Tim McGraw & Faith Hill Soul2Soul The World Tour 2018,http://www.ticketmaster.com/tim-mcgraw-faith-hill-soul2soul-the-baltimore-maryland-06-05-2018/event/15005363E30F50F2,201 W Baltimore St,Baltimore,Maryland,United States Of America,39.288494,-76.6187,America/New_York,2018-06-05,19:30:00
Arizona Cardinals vs. Jacksonville Jaguars,http://www.ticketmaster.com/arizona-cardinals-vs-jacksonville-jaguars-glendale-arizona-11-26-2017/event/1900528AA6074ACA,1 Cardinals Drive,Glendale,Arizona,United States Of America,33.527308,-112.262258,America/Phoenix,2017-11-26,14:25:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-28-2017/event/0700524EFD0677D2,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-28,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-11-30-2017/event/0300525BEDDF8AAA,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-11-30,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-26-2017/event/0700524EFD0077C9,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-26,19:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-01-2017/event/0700524EFCC8777B,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-01,19:30:00
Nashville Predators vs. Toronto Maple Leafs,http://www.ticketmaster.com/nashville-predators-vs-toronto-maple-leafs-nashville-tennessee-03-22-2018/event/1B00530FE4BAA2FD,501 Broadway,Nashville,Tennessee,United States Of America,36.159949,-86.77857,America/Chicago,2018-03-22,19:00:00
Tim McGraw & Faith Hill Soul2Soul The World Tour 2018,http://www.ticketmaster.com/tim-mcgraw-faith-hill-soul2soul-the-uncasville-connecticut-06-15-2018/event/1D00536315383757,1 Mohegan Sun Blvd,Uncasville,Connecticut,United States Of America,41.4915974,-72.0914563,America/New_York,2018-06-15,19:30:00
Detroit Red Wings vs. Pittsburgh Penguins,http://www.ticketmaster.com/detroit-red-wings-vs-pittsburgh-penguins-detroit-michigan-12-31-2017/event/08005310FD144E5F,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-31,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-02-2017/event/0300525BF0028E4E,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-02,20:00:00
